# 26/05/2025 10:34:21 AM: Prices - EPEX Spot Market Auction - austria - Currency: EUR,__parsed_extra
18/02/2025,"134.56,128.69,125.21,,119.81,120.71,134.27,194.47,279.87,193.8,160,135.36,123.55,116.19,124.83,139.32,150.97,149.95,243.1,209.96,219.91,172.19,158.67,146.93,123.44,116.19,279.87,127.07,182.33,153.18,132.83,205.73,150.31,158.57,163.91,127.21,154.7,143,153.24,207.04,124.98,170.84,171.85,131.7"
17/02/2025,"129.82,121.06,120.34,,126.62,130.4,136.93,175.25,208.4,209.79,171.3,139.67,117.12,112.08,106.72,126.45,149.9,175.01,225.09,271,216.13,178.69,159.84,150.02,134.93,106.72,271,124.46,162.75,159.47,123.79,221.81,155.87,158.02,168.36,127.53,143.6,141.63,147.69,191.19,118.9,169.11,185.1,125.32"
16/02/2025,"134.11,128.9,123.57,,119.9,119.57,120.46,121.47,130.07,134.69,134.72,134.91,136,131.17,134.4,136.08,136.1,150.08,171.45,173.98,169.93,160.14,152.65,142.32,131.51,119.57,173.98,126.62,122.89,135.08,134.44,166.36,146.66,138.67,145.29,124.42,124.76,134.76,132.06,130.24,134.12,148.43,155.09,134.78"
15/02/2025,"136.01,131.04,120.5,,119.14,119.49,121.37,135.19,149.8,150.08,137.11,124.59,118.36,112.39,110.01,116.8,130.26,148.96,168,176.45,167.66,157.99,143.91,134.98,128.1,110.01,176.45,126.67,131.46,132.54,117.37,165.27,141.25,135.76,138.39,124.59,129.07,124.95,133.13,143.05,116.34,141.01,151.52,118.74"
14/02/2025,"139.94,136.04,131.05,,131.03,131.06,140.48,163.91,221.88,261.24,214.01,179.85,165.01,150.41,150.01,157.99,170.98,190.02,282,281.98,222.79,183.55,163.59,153,140.03,131.03,282,134.52,164.33,205.03,157.35,244.2,160.04,177.58,202.19,134.93,149.42,181.19,152.96,215.26,161.32,200.25,190.82,162.38"
13/02/2025,"152.11,146.98,148.61,,143.21,147.36,155.35,175,190.33,255.52,237.52,208.73,188.18,169.28,164.96,171.5,188.99,228.78,214.67,204.78,196.52,177.58,162.92,153.12,139.23,139.23,255.52,147.73,167.01,222.49,173.68,211.19,158.21,180.05,202.45,148.94,157.37,198.09,157.65,214.59,182.79,200.99,172.36,181.94"
12/02/2025,"129.34,127.88,126.82,,126.59,128.74,134.26,159.98,173.11,180,174.92,164.95,155.31,146.35,149.11,156.51,168.1,185.24,202.67,213.18,197.43,198.34,164.59,159.65,149.43,126.59,213.18,127.66,149.02,168.8,155.02,199.63,168,161.35,174.48,128.94,138.34,161.91,148.23,172,153.93,178.13,180.44,156.72"
11/02/2025,"111.58,107.02,112.04,,105.48,105.47,126.06,159.93,177.18,169.97,144.99,121.58,119.03,120,119.05,129.71,150.1,167.74,172.37,188.04,185.92,167.62,158.82,152.71,130.98,105.47,188.04,109.03,142.16,138.89,129.72,178.52,152.53,141.81,149.04,111.28,125.6,134.3,134.57,163.02,119.92,154.98,164.02,126.58"
10/02/2025,"120.33,115.82,113.09,,108.83,108.45,118.05,156.5,173.8,181.36,163.18,159.91,150.96,143.93,123.34,133.26,158.71,163.95,166.33,172.75,167.36,155.01,140.87,144.26,118.36,108.45,181.36,114.52,139.2,163.85,139.81,167.6,139.63,144.1,157.09,114.1,126.86,151.83,131.11,168.71,144.54,155.56,149.77,145.02"
09/02/2025,"135,140,119.36,,119.3,116.82,117,117,133.43,136.77,122.49,110.05,110.24,103.59,100.75,109.9,120.4,146.53,155.07,168.9,167,158.75,143.59,143,129.21,100.75,168.9,128.42,121.06,119.89,108.66,159.38,143.64,130.17,129.31,124.58,124.74,114.27,131.04,127.42,106.16,132.98,151.74,109.16"
08/02/2025,"89.93,88.25,86.94,,89.18,89.69,90.99,94.63,103.96,112.81,100.08,96.52,89.62,88.98,90.8,95.05,118,145.51,156.39,160.52,157.48,152,149,141.51,131.91,86.94,160.52,88.58,94.82,99.76,98.21,154.98,143.61,113.32,117.65,89.16,91.7,98.98,109,102.87,91.48,128.74,148.74,96.5"
07/02/2025,"126.05,112.7,108.82,,105,109,116.09,146.59,160.32,164.67,150.42,134.85,118.46,115.01,114.91,117.53,130.94,147.92,156.31,158.95,156.37,150.02,127.59,115.09,112,105,164.67,113.14,133,142.1,119.6,154.89,126.18,131.48,138.86,112.94,123.07,130.85,124.11,155.5,120.81,138.18,136.67,121.95"
06/02/2025,"133.67,130.04,126.02,,125.01,125.01,133.86,154.19,180.09,218.62,178.87,159.95,150.09,144.93,141.8,140,150,165.2,177.04,175.38,170.1,152.56,139.15,137.01,121.95,121.95,218.62,128.69,148.29,176.88,144.18,171.93,137.67,151.27,164.33,128.94,138.49,160.53,138.21,182.94,149.19,158.06,149.36,147.8"
05/02/2025,"117.27,112.09,111.18,,110.03,115.71,122.58,150.98,168.49,180.81,159.33,134.26,124.08,118.66,120.23,128.85,144.12,159.75,177.1,189.9,189.63,170,155.42,143.7,134.19,110.03,189.9,112.64,139.44,149.62,127.97,179.1,150.83,143.27,152.23,114.81,126.04,138.79,134.3,164.9,124.31,152.46,163.81,128.37"
04/02/2025,"132.4,125.54,123.18,,123.99,123.25,127.63,155,190.66,211.99,163.31,136.53,126.85,118.23,113.19,120.09,145.59,164.99,176.33,175,171.74,162.05,133.99,132.19,125.52,113.19,211.99,126.28,149.14,159.67,124.28,172.02,138.44,144.97,151.99,126,137.71,141.97,137.95,180.24,123.7,151.75,150.08,126.75"
03/02/2025,"129.54,126.63,124.72,,120.04,123.24,127.77,159.18,207.88,243.23,178.04,149.95,126.21,117.27,116.09,125.07,150.44,167.29,211.72,200.73,201.1,167.74,153,144.2,135.81,116.09,243.23,125.23,154.52,174.36,127.22,195.21,150.19,154.45,165.6,125.32,139.88,150.79,143.31,197.08,127.38,163.63,167.1,130.84"
02/02/2025,"133.26,126.91,122.99,,120.66,122.34,123.41,128.09,135.9,137.3,137.7,130.04,129.33,122.24,111.88,116.94,130.09,154.66,166.21,171.98,173.95,165.5,155.77,148.44,133.24,111.88,173.95,125.96,127.44,133.59,120.29,166.7,150.74,137.45,140.19,124.93,126.7,126.94,134.71,134.75,123.37,141.98,158.15,123.42"
01/02/2025,"138.25,130.41,125.01,,119.3,120.02,121.57,127.33,144.74,153.46,142.44,128.4,120.08,110.29,103.4,113.7,130.68,155.85,165.93,166.68,162.98,156.6,145.24,141.73,131.74,103.4,166.68,128.24,128.42,136.1,114.52,162.86,143.83,135.66,137.82,125.76,128.33,125.31,133.5,141.99,115.54,141.54,150.83,117.76"
31/01/2025,"120,117.52,114.09,,114.57,117.4,121.8,143.53,160.09,163.7,154.82,130.1,126.2,120.06,121.19,120.02,153.81,167.18,180,184.48,178.99,162.66,152.7,148.58,133.24,114.09,184.48,116.55,135.71,143.71,128.77,177.66,149.3,141.95,150.05,117.56,126.13,136.24,133.85,155.54,124.39,155.25,160.11,128.56"
30/01/2025,"103.96,103.08,100.06,,103.32,101.96,114.68,145.21,154.44,160.3,151.92,133.41,123.25,113.85,113.3,130,152.98,160.33,173.69,170.33,161.28,151.33,134.97,126.94,120.2,100.06,173.69,102.61,129.07,142.22,127.53,166.41,133.36,133.53,145.39,104.51,115.84,134.88,121.68,152.97,120.95,154.25,144.18,127.8"
29/01/2025,"98.43,90.78,84.93,,92.1,92.03,111.57,142.91,149.29,146.71,138.08,112.48,94.63,86.49,86.79,99,131.61,146.28,156.17,155.36,152.01,141.35,129.31,120.09,101.8,84.93,156.17,91.56,123.95,122.98,100.97,152.46,123.14,119.18,125.47,94.97,107.76,111.97,112.88,144.25,95.1,133.27,133.32,101.83"
28/01/2025,"93.37,82.01,94.9,,91.35,83.49,119.34,140,154.71,144.32,126.02,130.54,125.34,122.22,126.77,131.23,126.12,143.03,150.83,149.78,140.06,141.56,110.35,117.43,104.05,82.01,154.71,90.41,124.39,131.56,126.59,145.93,118.35,122.87,134.69,94.08,107.4,129.07,111.05,141.26,126.22,137.8,127.21,127.04"
27/01/2025,"57.77,53.22,71.06,,27.43,39.91,79.07,114.61,142.93,148.78,147.29,120.08,115.17,77.99,126.87,147.29,156.5,150.04,153.08,149.55,146.21,133.29,114.58,109.74,104,27.43,156.5,52.37,94.13,132.83,127.16,149.72,115.4,111.94,136.57,54.74,73.25,130,87.3,138.4,110.03,151.73,126.23,123.98"
26/01/2025,"131.59,120.24,118.03,,111.65,112.17,114.19,116.36,123.73,132.34,129.94,112.26,104.41,97.66,95.74,114.83,120.47,135.62,143.49,132.9,148.31,145,138,120.06,98.07,95.74,148.31,120.38,116.61,119.74,107.18,140.08,125.28,121.54,122.33,117.98,118.5,113.46,120.76,125.59,102.52,128.6,130.39,107.56"
25/01/2025,"118.05,109.93,98,,89.4,94.24,107,118.05,141.7,120.1,118.02,104.48,89.69,91.01,89.26,102.92,117.95,145.38,152.96,155.47,152.84,144.99,141.87,137.08,125.1,89.26,155.47,103.85,115.25,108.07,100.29,151.66,137.26,119.4,120.01,102.77,109.55,104.18,118.78,124.47,93.61,129.8,142.89,99.22"
24/01/2025,"110.05,115.09,120,,120,125.01,131.65,145.06,153.93,161.14,153.9,147.72,142.92,127.94,125.09,133.29,142.91,142.98,150.1,144.92,140.47,131.22,120,120,115.09,110.05,161.14,116.29,138.91,151.42,132.31,144.62,121.58,134.19,142.78,120.3,127.6,141.86,125.59,153.51,135.92,142.32,128.62,136.65"
23/01/2025,"118.81,113.89,113.5,,112.72,115.28,126.84,145,166.62,166.86,165.1,157.94,157.09,151.91,144.94,151.9,158,162.54,165.1,155.11,151.53,148.94,126.39,125.07,123.04,112.72,166.86,114.73,138.44,161.75,151.69,158.57,130.86,142.67,157.34,116.84,126.58,156.72,128.01,160.9,152.97,159.39,138.35,153.63"
22/01/2025,"131.31,125.97,125.08,,126,128.1,134.83,171.92,237.68,238.6,199.41,179.06,172.94,165,170,179.92,195.61,213.78,226.61,193.11,179.53,157,144.9,139.91,124.15,124.15,238.6,127.09,168.13,197.5,177.63,203.26,141.49,169.18,192.8,128.55,147.61,187.57,145.57,211.9,171.75,203.98,156.43,177.09"
21/01/2025,"133.79,128.61,122.05,,119.54,122.39,136.02,160.38,229.21,297.28,233.84,213.59,178.9,168.89,159.15,172.71,232.88,213.71,297.38,250.37,202.09,174.29,154.93,140,129.13,119.54,297.38,126,162,230.9,183.41,240.89,149.59,182.13,218.4,127.07,144,207.16,145.86,230.18,180.13,229.17,175.14,187.69"
20/01/2025,"122.47,119.81,116.61,,114.41,115.45,129.94,160.41,268.45,421.89,291.39,236.29,191.91,178.76,171.39,191.79,275.49,381.61,561.75,473.28,295.57,220,170,158.78,142.42,114.41,561.75,118.33,168.56,285.37,204.36,428.05,172.8,229.58,305.93,119.78,143.44,244.86,153.23,285.54,194.59,352.66,243.34,207.61"
19/01/2025,"129.91,125,123.7,,121.24,120.18,120,121.69,124.08,123.67,126.3,126.41,124.03,112.25,107.51,116.81,127.3,145.83,156.72,163.36,161.46,155.77,147,134.67,124.07,107.51,163.36,124.96,121.49,125.1,115.97,156.84,140.38,130.79,132.64,123.34,123.23,120.54,128.94,123.94,117.55,136.67,147.72,119.05"
18/01/2025,"126.23,121.23,121.42,,118.9,117.02,119.83,121.05,136.17,146,144.1,133.97,121.79,118.87,115.01,119.55,136.57,155.55,165.97,167.57,167.85,156.12,143.42,136.4,129.36,115.01,167.85,121.95,123.52,136.47,122.5,164.24,141.33,135,141.07,120.77,122.73,129.48,128.93,136.83,122.41,144.41,150.12,124.29"
17/01/2025,"128.1,124.03,120.93,,119.1,119.04,125.54,140.8,175.01,208.13,175.34,158,140.73,126.44,124.03,133.58,151.98,167.94,178.28,179.92,174.22,157.91,145,139.97,128.11,119.04,208.13,123.04,140.1,170.55,134.01,175.09,142.75,147.59,159.88,122.79,131.57,152.28,135.3,174.82,137.3,157.95,154.19,139.13"
16/01/2025,"126.14,120.7,119.16,,117.55,119.75,127.47,146.84,186.46,201.93,175,151.9,140.64,134.85,138.7,145.1,167.36,177.64,190.42,184.32,179.97,159.6,146.14,139.91,128.1,117.55,201.93,120.89,145.13,167.37,146.5,183.09,143.44,151.07,165.65,121.8,133.01,156.94,136.49,177.56,141.52,170.13,156.34,146.43"
15/01/2025,"114.49,112.38,111.14,,108.81,112.85,121.94,141.16,193.67,306.83,309.12,297.91,296.1,287.16,284.01,278.42,292.16,312.18,355.28,311.09,261.79,180,149.94,139.81,123.9,108.81,355.28,111.71,142.41,302.49,285.44,310.09,148.41,216.76,299.34,113.6,127.06,293.96,134.17,237.7,291.3,309.51,194.42,289.29"
14/01/2025,"109.69,106.62,102.3,,100.96,104.04,109.24,137.62,160.41,184.96,151.98,137.85,129.18,124.54,122.33,132.3,147.3,162.32,184.8,188.31,179.97,157.99,137.73,136.2,124.78,100.96,188.31,104.89,127.83,150.99,131.62,178.85,139.18,138.89,153.82,105.48,116.36,141.31,123.97,158.74,128.48,156.68,154.16,132.25"
13/01/2025,"112.39,105.07,104.46,,100.37,100,110.19,139.99,177.25,217.72,171.92,140.71,121.1,114.62,119.01,123.89,141.91,147.96,151.69,152.52,145.66,134.19,123.82,118.83,107.19,100,217.72,105.57,131.86,162.86,124.86,149.46,121.01,132.6,145.73,105.41,118.72,143.86,119.48,176.72,123.86,141.36,130.37,126.87"
12/01/2025,"95.08,89.02,88.69,,85.27,85,85.11,87.91,101.75,116.4,120.07,117.77,105.61,102.99,99.61,105.34,120.07,134.73,142.77,146.66,144.13,135.77,127.79,121.54,114.9,85,146.66,89.52,89.94,114.96,107,142.07,125,111.42,121.35,88.03,89.73,110.98,101.49,106.53,106.5,125.73,131.8,108.57"
11/01/2025,"109.68,100.02,98.07,,98.02,96.05,98.07,98.02,105,112.07,108.22,105.08,99.86,96.86,93.15,98.08,105.04,115.1,123.63,126.82,120.1,117.26,109.97,107.12,105.05,93.15,126.82,101.45,99.29,106.31,98.28,121.41,109.85,106.1,108.67,99.99,100.37,102.3,103.53,105.83,98.74,110.46,114.39,99.68"
10/01/2025,"87.15,80.39,76.62,,74.98,71.11,91.9,109.08,133.53,137.95,137.99,123.57,113.59,107.43,105.01,110.01,128.69,136.2,142.94,144.41,141.45,134.87,122.51,119.89,113.33,71.11,144.41,79.79,101.41,128.28,112.79,141.25,122.65,114.36,127.44,80.36,90.6,120.53,101.28,129.64,112.4,129.46,129.41,114.72"
09/01/2025,"106.55,106.58,103.86,,102.61,107.12,110.07,122.06,142.11,155.15,147.98,140.1,132.75,123.17,117.76,120.49,132.99,140.1,133.12,136.7,133.78,125.25,110.03,102.23,89.81,89.81,155.15,104.9,120.34,144,123.6,135.93,106.83,122.6,134.51,106.13,112.62,133.8,110.69,141.83,128.45,131.68,116.3,127.88"
08/01/2025,"84.74,84.87,87.45,,80,103.04,104.99,120.1,138.95,141.02,123.48,109.4,102.33,104.96,119.02,127.93,145.9,156.91,154.4,149.65,150.27,136.45,125.4,119.05,113.02,80,156.91,84.27,116.77,119.06,124.45,152.81,123.48,120.14,132.11,90.85,100.52,121.76,108.17,130.89,108.93,146.29,132.31,118.26"
07/01/2025,"28.99,60.39,43.36,,12.21,75.67,79.95,119.02,132.13,122.62,132.95,123.87,135,135.12,133.91,144.21,155.61,144.98,135.61,135.56,139.01,125.21,111.66,104.04,98.72,12.21,155.61,36.24,101.69,128.61,142.21,138.79,109.91,109.58,136.54,50.1,68.97,135.41,82.61,126.68,131.98,145.1,119.03,137.95"
06/01/2025,"113.92,102.8,80.49,,76.15,76.88,104.07,120.04,125.22,115,103.06,98.25,84.75,85.87,111.71,119.08,125.33,134.4,119.02,119.1,120,115.08,93.51,99.91,81.22,76.15,134.4,93.34,106.55,100.27,110.5,123.13,97.43,105.2,111.3,92.39,99.95,105.38,99.11,115.83,95.15,124.46,104.8,104.17"
05/01/2025,"112.09,104.09,109.91,,109.96,118.07,121.43,125.57,132.45,127.21,128.51,127.88,141.38,132.97,137.7,144.56,155.01,151.9,144.94,134.31,132.64,118.07,118.02,105.31,89.46,89.46,155.01,109.01,124.38,131.25,142.56,140.95,107.72,125.98,138.25,112.59,116.7,136.9,113.7,128.44,134.98,149.1,116.3,139.92"
04/01/2025,"106.36,102.21,100.78,,98.7,99.8,105.06,112,120.86,128.39,130.75,130.34,128.29,130.03,129.85,136.4,139.22,144.94,152.93,147.91,142.68,132.16,125.75,121.05,110.69,98.7,152.93,102.01,109.43,129.44,133.88,147.12,122.41,124.05,136.81,102.15,105.72,131.66,111.29,123,129.63,143.37,130.04,132.36"
03/01/2025,"103.66,94.84,89.72,,87.54,85.43,91.47,110.01,127.4,131.6,132.5,121.45,111.12,108.25,106.79,110.28,129.8,129.76,134.16,136.06,134.96,133.2,120.06,118.37,113.41,85.43,136.06,93.94,103.58,124.17,113.78,133.74,121.26,115.08,123.89,92.11,98.76,118.97,106.26,125.38,111.9,126,126.01,114.62"
02/01/2025,"105.02,92.94,95.01,,58.94,72.46,93.79,99.04,119.62,130.22,133.58,129.04,123.74,122.97,116.77,125.25,130.11,142.83,154.1,153.42,142.13,130.6,125.3,118.02,110.06,58.94,154.1,87.98,96.23,129.15,123.78,148.12,121,117.71,133.68,86.36,92.1,126.46,101.73,120.62,123.13,138.07,129.92,124.65"
01/01/2025,"109,97.03,91.47,,72.87,77.42,95.01,95.08,101,101.03,109.03,101.08,95.04,89.62,78.55,101,101.01,104.84,105.04,101.04,101.07,101.05,88.51,101.05,90.99,72.87,109.03,92.59,92.13,101.55,92.55,103,95.4,96.2,99.03,90.47,92.36,97.05,93.37,101.54,91.07,102.97,97.29,94.38"